customerid,churn,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,charges_monthly,charges_total,cuenta_diaria,servicios_contratados
6352-TWCAU,Si,Femenino,False,False,False,35,True,True,Fibra óptica,False,False,False,False,True,False,Mes a mes,True,Cheque electrónico,86.45,3029.1,2.881666666666667,4
6353-BRMMA,No,Femenino,False,True,True,54,True,True,Fibra óptica,True,True,False,False,True,True,Mes a mes,True,Transferencia bancaria (automático),104.1,5645.8,3.4699999999999998,7
6356-ELRKD,Si,Femenino,False,False,False,1,True,False,Fibra óptica,True,False,False,False,True,True,Mes a mes,True,Cheque electrónico,95.6,95.6,3.1866666666666665,5
6357-JJPQT,No,Femenino,False,False,False,3,True,False,Fibra óptica,False,False,False,False,True,False,Mes a mes,True,Cheque electrónico,80.5,232.35,2.683333333333333,3
6358-LYNGM,Si,Masculino,False,False,False,1,True,True,Fibra óptica,False,False,False,False,False,False,Mes a mes,True,Cheque electrónico,74.9,74.9,2.496666666666667,3
6360-SVNWV,No,Femenino,True,False,False,31,True,False,Fibra óptica,True,False,False,False,False,False,Mes a mes,True,Tarjeta de crédito (automático),73.55,2094.65,2.4516666666666667,3
6362-QHAFM,No,Masculino,False,True,False,42,True,True,Fibra óptica,False,False,True,True,True,True,Un año,True,Cheque electrónico,108.3,4586.15,3.61,7
6365-HITVU,No,Femenino,False,True,True,71,True,False,DSL,True,True,True,True,True,True,Dos años,False,Tarjeta de crédito (automático),87.25,6328.7,2.908333333333333,8
6365-MTGZX,Si,Masculino,False,False,False,24,True,False,Fibra óptica,False,False,False,True,True,True,Mes a mes,True,Cheque electrónico,96.0,2122.45,3.2,5
6366-XIVKZ,No,Femenino,False,True,True,13,True,False,DSL,True,False,True,False,False,True,Mes a mes,True,Cheque por correo,63.15,816.8,2.105,5
6366-ZGQGL,Si,Masculino,False,False,False,1,False,False,DSL,False,False,False,False,False,False,Mes a mes,False,Transferencia bancaria (automático),24.8,24.8,0.8266666666666667,1
6368-NWMCE,No,Femenino,False,False,False,38,True,True,DSL,False,True,False,True,False,True,Mes a mes,False,Tarjeta de crédito (automático),68.15,2656.3,2.271666666666667,6
6368-TZZDT,No,Masculino,False,True,True,4,True,False,No,False,False,False,False,False,False,Dos años,False,Tarjeta de crédito (automático),19.5,96.85,0.65,1
6369-MCAKO,No,Femenino,False,True,True,68,True,True,DSL,True,True,True,True,True,True,Dos años,True,Transferencia bancaria (automático),89.05,6185.8,2.9683333333333333,9
6370-ZVHDV,No,Femenino,False,True,False,61,True,True,No,False,False,False,False,False,False,Dos años,False,Transferencia bancaria (automático),25.3,1554.9,0.8433333333333334,2
6371-NZYEG,No,Masculino,False,True,True,16,True,False,DSL,True,False,True,False,True,False,Dos años,False,Cheque por correo,64.25,1024.0,2.1416666666666666,5
6372-RFVNS,Si,Femenino,False,True,False,1,True,False,Fibra óptica,False,False,False,False,True,False,Mes a mes,False,Cheque electrónico,78.8,78.8,2.6266666666666665,3
6374-AFWOX,No,Masculino,False,True,False,46,True,False,DSL,True,True,True,True,False,False,Dos años,False,Cheque por correo,65.65,3047.15,2.1883333333333335,6
6374-NTQLP,No,Masculino,True,True,True,72,True,False,Fibra óptica,True,False,True,True,True,True,Dos años,True,Tarjeta de crédito (automático),104.1,7447.7,3.4699999999999998,7
6376-GAHQE,Si,Masculino,False,False,False,4,True,False,Fibra óptica,False,False,False,False,True,False,Mes a mes,False,Cheque electrónico,77.85,299.2,2.5949999999999998,3
6377-KSLXC,No,Masculino,False,False,False,5,True,False,No,False,False,False,False,False,False,Mes a mes,False,Cheque por correo,19.95,107.05,0.6649999999999999,1
6377-WHAOX,No,Femenino,False,True,False,60,True,True,Fibra óptica,False,True,True,False,True,True,Mes a mes,True,Cheque electrónico,106.15,6411.25,3.5383333333333336,7
6379-RXJRQ,Si,Masculino,False,True,False,10,True,False,Fibra óptica,False,False,False,False,False,False,Mes a mes,True,Cheque electrónico,70.1,659.65,2.3366666666666664,2
6380-ARCEH,No,Masculino,False,False,False,1,True,False,No,False,False,False,False,False,False,Mes a mes,False,Cheque por correo,20.2,20.2,0.6733333333333333,1
6383-ZTSIW,No,Femenino,True,True,False,39,True,False,Fibra óptica,True,True,False,False,True,True,Un año,False,Cheque por correo,99.1,3877.95,3.3033333333333332,6
6384-VMJHP,No,Femenino,False,False,False,72,True,False,DSL,True,True,True,True,False,True,Dos años,True,Tarjeta de crédito (automático),73.0,5265.2,2.433333333333333,7
6386-SZZKH,Si,Femenino,False,True,True,49,True,True,Fibra óptica,False,True,True,True,True,True,Dos años,True,Transferencia bancaria (automático),107.95,5293.2,3.5983333333333336,8
6388-TABGU,No,Masculino,False,False,True,62,True,False,DSL,True,True,False,False,False,False,Un año,False,Transferencia bancaria (automático),56.15,3487.95,1.8716666666666666,4
6390-DSAZX,Si,Femenino,False,False,True,1,True,False,Fibra óptica,True,False,False,False,False,False,Mes a mes,True,Cheque por correo,73.6,73.6,2.453333333333333,3
6393-WRYZE,Si,Femenino,False,True,False,34,True,True,Fibra óptica,False,False,False,False,True,True,Mes a mes,True,Cheque electrónico,97.65,3207.55,3.2550000000000003,5
6394-HHHZM,No,Masculino,False,False,False,3,True,False,No,False,False,False,False,False,False,Mes a mes,False,Cheque por correo,20.7,57.5,0.69,1
6394-MFYNG,Si,Femenino,False,False,False,48,True,True,Fibra óptica,False,True,True,False,True,True,Mes a mes,True,Transferencia bancaria (automático),107.4,5121.3,3.58,7
6397-JNZZG,Si,Femenino,True,True,False,43,False,False,DSL,False,True,True,False,True,True,Mes a mes,False,Tarjeta de crédito (automático),55.55,2342.2,1.8516666666666666,5
6400-BWQKW,Si,Femenino,False,False,False,6,True,True,Fibra óptica,True,False,False,False,False,False,Mes a mes,True,Cheque electrónico,79.05,434.5,2.635,4
6402-EJMWF,No,Masculino,False,False,False,4,True,False,DSL,False,False,False,False,False,True,Mes a mes,True,Cheque por correo,55.3,238.5,1.8433333333333333,3
6402-SSEJG,No,Femenino,False,False,False,25,False,False,DSL,True,True,True,False,True,True,Un año,False,Cheque electrónico,61.05,1540.2,2.0349999999999997,6
6402-ZFPPI,Si,Femenino,True,False,False,25,True,True,Fibra óptica,True,True,False,False,True,True,Mes a mes,True,Cheque por correo,102.8,2660.2,3.4266666666666667,7
6407-GSJNL,No,Femenino,False,False,False,51,True,True,No,False,False,False,False,False,False,Dos años,False,Transferencia bancaria (automático),24.95,1288.0,0.8316666666666667,2
6407-UTSLV,No,Femenino,True,False,False,2,True,False,Fibra óptica,False,True,False,False,True,False,Mes a mes,True,Transferencia bancaria (automático),83.8,163.7,2.7933333333333334,4
6408-OTUBZ,No,Femenino,False,False,False,66,True,True,Fibra óptica,True,True,True,True,True,False,Un año,True,Transferencia bancaria (automático),104.55,6779.05,3.485,8
6408-WHTEF,No,Masculino,False,True,True,72,True,True,DSL,True,True,True,True,True,True,Dos años,True,Cheque por correo,89.4,6376.55,2.98,9
6410-LEFEN,Si,Femenino,False,False,False,9,True,False,DSL,False,False,False,False,False,False,Mes a mes,False,Cheque electrónico,45.15,416.45,1.505,2
6413-XKKPU,Si,Masculino,False,True,True,17,True,False,Fibra óptica,True,False,True,False,True,False,Mes a mes,True,Cheque electrónico,89.4,1539.45,2.98,5
6416-JNVRK,No,Femenino,False,False,False,46,True,False,DSL,False,False,False,False,False,True,Un año,False,Tarjeta de crédito (automático),55.65,2688.85,1.855,3
6416-TVAIH,Si,Masculino,False,True,True,1,True,False,Fibra óptica,False,False,False,False,False,False,Mes a mes,True,Cheque electrónico,68.5,68.5,2.283333333333333,2
6416-YJTTB,No,Masculino,False,False,False,11,True,False,Fibra óptica,True,False,True,False,False,False,Mes a mes,True,Transferencia bancaria (automático),79.5,795.65,2.65,4
6418-HNFED,No,Masculino,False,True,False,51,True,False,DSL,True,True,True,True,True,True,Dos años,True,Tarjeta de crédito (automático),83.25,4089.45,2.775,8
6418-PIQSP,No,Femenino,False,True,False,62,True,False,DSL,True,False,True,True,True,True,Dos años,False,Cheque por correo,81.0,4985.9,2.7,7
6419-ZTTLE,No,Masculino,True,True,False,23,True,False,No,False,False,False,False,False,False,Un año,True,Cheque electrónico,20.75,485.2,0.6916666666666667,1
6421-SZVEM,No,Femenino,False,True,True,28,True,False,Fibra óptica,True,False,False,False,False,True,Un año,True,Transferencia bancaria (automático),82.85,2320.8,2.7616666666666663,4
6424-ELEYH,Si,Femenino,False,True,False,3,True,True,Fibra óptica,False,False,False,False,False,False,Mes a mes,True,Tarjeta de crédito (automático),74.75,229.5,2.4916666666666667,3
6425-JWTDV,No,Masculino,False,True,False,48,True,False,No,False,False,False,False,False,False,Dos años,False,Cheque por correo,19.25,855.1,0.6416666666666667,1
6425-YQLLO,Si,Femenino,True,True,False,66,True,True,Fibra óptica,False,False,True,True,True,True,Un año,True,Tarjeta de crédito (automático),105.95,6975.25,3.5316666666666667,7
6427-FEFIG,No,Femenino,False,True,True,24,True,True,DSL,True,False,True,False,True,True,Dos años,False,Tarjeta de crédito (automático),78.6,1846.65,2.6199999999999997,7
6429-SHBCB,No,Masculino,False,False,False,19,True,True,DSL,False,False,False,False,True,True,Mes a mes,False,Cheque por correo,69.6,1394.55,2.32,5
6432-TWQLB,Si,Masculino,False,True,False,5,True,True,Fibra óptica,False,True,False,True,False,False,Mes a mes,True,Cheque electrónico,85.4,401.1,2.8466666666666667,5
6434-TTGJP,No,Masculino,False,True,True,10,False,False,DSL,True,True,True,True,False,True,Dos años,False,Tarjeta de crédito (automático),53.7,521.0,1.79,6
6435-SRWBJ,No,Femenino,False,False,False,5,True,True,Fibra óptica,False,False,True,True,False,False,Mes a mes,True,Cheque electrónico,82.75,417.75,2.7583333333333333,5
6435-VWCCY,No,Masculino,True,True,False,65,True,True,Fibra óptica,True,True,False,False,True,False,Dos años,True,Tarjeta de crédito (automático),92.7,5968.4,3.0900000000000003,6
6437-UDQJM,No,Femenino,True,True,False,72,True,True,DSL,True,True,True,False,True,True,Dos años,True,Tarjeta de crédito (automático),84.1,6129.65,2.8033333333333332,8
6437-UKHMV,Si,Femenino,False,False,False,7,True,False,Fibra óptica,False,False,False,False,True,False,Mes a mes,True,Cheque electrónico,79.7,586.05,2.6566666666666667,3
6439-GTPCA,Si,Femenino,False,False,False,45,True,True,Fibra óptica,False,False,True,True,False,False,Mes a mes,True,Cheque electrónico,87.25,3941.7,2.908333333333333,5
6439-LAJXL,No,Masculino,False,True,False,9,True,False,DSL,True,True,False,True,True,False,Mes a mes,True,Cheque por correo,68.95,593.85,2.2983333333333333,6
6439-PKTRR,No,Femenino,False,True,True,70,True,True,DSL,True,True,True,True,True,False,Dos años,False,Cheque electrónico,80.7,5617.95,2.69,8
6440-DKQGE,No,Masculino,False,False,True,30,True,False,DSL,False,True,True,False,True,False,Un año,False,Tarjeta de crédito (automático),64.5,1929.95,2.15,5
6445-TNRXS,No,Masculino,False,True,True,68,True,True,Fibra óptica,True,True,True,True,True,True,Dos años,True,Transferencia bancaria (automático),114.7,7849.85,3.8233333333333333,9
6447-EGDIV,No,Femenino,False,False,False,31,True,False,No,False,False,False,False,False,False,Un año,False,Cheque por correo,20.95,683.25,0.6983333333333334,1
6447-GORXK,No,Masculino,False,False,True,31,False,False,DSL,False,False,False,False,False,False,Mes a mes,False,Tarjeta de crédito (automático),25.0,789.2,0.8333333333333334,1
6457-GIRWB,Si,Masculino,False,False,False,1,True,False,Fibra óptica,False,False,False,False,False,False,Mes a mes,True,Cheque electrónico,69.35,69.35,2.3116666666666665,2
6457-USBER,Si,Masculino,False,False,False,1,True,False,Fibra óptica,False,False,False,False,False,True,Mes a mes,True,Cheque electrónico,80.8,80.8,2.6933333333333334,3
6458-CYIDZ,No,Femenino,True,False,False,5,True,False,Fibra óptica,True,True,False,False,False,False,Mes a mes,False,Cheque electrónico,80.7,374.8,2.69,4
6461-PPAXN,No,Femenino,False,True,True,35,True,False,DSL,True,False,False,True,False,False,Un año,True,Transferencia bancaria (automático),54.95,1916.0,1.8316666666666668,4
6461-SZMCV,No,Femenino,False,True,False,71,True,True,DSL,True,True,True,True,True,True,Dos años,False,Transferencia bancaria (automático),87.95,6365.35,2.9316666666666666,9
6463-HHXJR,No,Femenino,False,True,True,71,True,True,Fibra óptica,True,True,True,False,True,False,Dos años,False,Transferencia bancaria (automático),100.5,7030.65,3.35,7
6463-MVYRY,No,Femenino,True,False,False,57,True,False,DSL,True,False,True,True,True,False,Dos años,False,Transferencia bancaria (automático),69.85,4003.0,2.328333333333333,6
6464-KEXXH,No,Masculino,False,False,False,8,False,False,DSL,False,False,False,False,False,False,Mes a mes,True,Tarjeta de crédito (automático),25.25,186.3,0.8416666666666667,1
6465-GSRCL,No,Femenino,False,False,True,67,True,True,Fibra óptica,False,True,False,True,True,True,Un año,True,Transferencia bancaria (automático),106.6,7244.7,3.5533333333333332,7
6467-CHFZW,Si,Masculino,False,True,True,47,True,True,Fibra óptica,False,True,False,False,True,True,Mes a mes,True,Cheque electrónico,99.35,4749.15,3.3116666666666665,6
6469-MRVET,No,Masculino,False,True,True,1,True,False,No,False,False,False,False,False,False,Un año,True,Cheque electrónico,20.2,20.2,0.6733333333333333,1
6469-QJKZW,No,Femenino,False,True,False,4,True,False,No,False,False,False,False,False,False,Mes a mes,False,Cheque electrónico,20.15,91.4,0.6716666666666666,1
6473-ULUHT,No,Masculino,False,True,True,16,True,True,DSL,True,True,False,True,True,True,Mes a mes,False,Cheque electrónico,84.9,1398.25,2.83,8
6474-FVJLC,Si,Masculino,False,False,False,2,True,True,Fibra óptica,False,False,False,False,False,True,Mes a mes,True,Cheque electrónico,86.0,165.45,2.8666666666666667,4
6475-VHUIZ,No,Femenino,False,True,False,23,True,False,DSL,False,False,True,True,False,False,Mes a mes,False,Cheque electrónico,54.25,1221.55,1.8083333333333333,4
6476-EPYZR,No,Masculino,False,True,True,12,True,False,No,False,False,False,False,False,False,Mes a mes,False,Cheque por correo,20.5,255.5,0.6833333333333333,1
6476-YHMGA,No,Femenino,False,True,True,15,True,False,DSL,False,True,True,True,True,True,Mes a mes,False,Transferencia bancaria (automático),76.5,1155.6,2.55,7
6478-HRRCZ,No,Masculino,False,True,False,32,True,False,DSL,True,True,False,True,False,True,Un año,False,Cheque por correo,70.5,2201.75,2.35,6
6479-OAUSD,No,Masculino,False,False,False,25,True,False,No,False,False,False,False,False,False,Un año,False,Tarjeta de crédito (automático),19.9,510.8,0.6633333333333333,1
6479-SZPLM,No,Masculino,False,True,True,36,True,False,No,False,False,False,False,False,False,Dos años,False,Tarjeta de crédito (automático),19.45,754.5,0.6483333333333333,1
6479-VDGRK,No,Femenino,False,True,True,72,True,False,DSL,True,True,True,True,True,True,Dos años,False,Transferencia bancaria (automático),85.3,6129.2,2.8433333333333333,8
6480-YAGIY,No,Masculino,False,False,False,45,True,False,Fibra óptica,True,True,True,True,True,True,Un año,False,Tarjeta de crédito (automático),112.2,5031.85,3.74,8
6481-ESCNL,No,Femenino,False,False,False,29,True,True,Fibra óptica,False,False,True,False,True,True,Mes a mes,False,Transferencia bancaria (automático),100.55,2878.75,3.3516666666666666,6
6481-LXPWL,No,Masculino,False,True,True,56,False,False,DSL,False,True,True,False,False,False,Un año,True,Tarjeta de crédito (automático),36.1,1971.5,1.2033333333333334,3
6481-OGDOO,Si,Masculino,False,True,False,67,True,False,Fibra óptica,True,True,False,False,False,True,Un año,True,Tarjeta de crédito (automático),90.6,6056.15,3.02,5
6483-OATDN,No,Masculino,False,True,True,8,True,False,DSL,True,False,False,False,False,False,Mes a mes,True,Tarjeta de crédito (automático),51.3,411.6,1.71,3
6484-LATFU,No,Masculino,False,False,False,68,True,True,No,False,False,False,False,False,False,Dos años,False,Cheque por correo,24.55,1657.4,0.8183333333333334,2
6485-QXWWE,No,Femenino,False,False,True,62,True,True,No,False,False,False,False,False,False,Dos años,False,Transferencia bancaria (automático),26.0,1638.7,0.8666666666666667,2
6486-LHTMA,No,Femenino,True,True,False,31,True,True,Fibra óptica,False,False,True,False,True,False,Un año,True,Cheque electrónico,90.7,2835.5,3.0233333333333334,5
6490-FGZAT,No,Masculino,False,False,False,6,True,False,No,False,False,False,False,False,False,Mes a mes,False,Cheque por correo,20.65,109.3,0.6883333333333332,1
6496-JDSSB,No,Femenino,False,False,False,8,True,False,Fibra óptica,False,False,False,False,True,False,Mes a mes,True,Transferencia bancaria (automático),80.0,624.6,2.6666666666666665,3
6496-SLWHQ,Si,Masculino,True,False,False,3,True,True,Fibra óptica,False,True,True,False,True,True,Mes a mes,True,Cheque electrónico,105.0,294.45,3.5,7
6497-TILVL,No,Femenino,False,True,True,7,True,False,DSL,True,False,False,False,False,False,Mes a mes,False,Cheque por correo,50.7,350.35,1.6900000000000002,3
6500-JVEGC,No,Masculino,False,False,False,68,True,True,Fibra óptica,True,True,True,False,True,False,Un año,False,Transferencia bancaria (automático),101.35,7110.75,3.378333333333333,7
6502-HCJTI,Si,Masculino,True,True,False,7,True,True,Fibra óptica,True,True,False,False,False,True,Mes a mes,True,Tarjeta de crédito (automático),94.7,673.1,3.1566666666666667,6
6502-KUGLL,No,Femenino,False,True,True,14,True,False,DSL,True,True,False,True,False,False,Mes a mes,False,Transferencia bancaria (automático),59.45,780.85,1.9816666666666667,5
6502-MJQAE,Si,Masculino,False,False,False,1,True,False,Fibra óptica,False,False,False,False,False,False,Mes a mes,True,Cheque electrónico,69.6,69.6,2.32,2
6504-VBLFL,No,Masculino,False,True,False,55,True,False,DSL,True,True,True,False,False,False,Dos años,False,Cheque electrónico,58.6,3068.6,1.9533333333333334,5
6505-OZNPG,No,Femenino,False,False,False,6,False,False,DSL,True,True,True,True,True,True,Dos años,True,Cheque por correo,63.4,348.8,2.1133333333333333,7
6506-EYCNH,No,Femenino,False,True,True,28,True,False,No,False,False,False,False,False,False,Mes a mes,True,Transferencia bancaria (automático),19.55,543.8,0.6516666666666667,1
6507-DTJZV,No,Masculino,False,False,True,13,True,False,DSL,False,False,False,False,True,True,Mes a mes,False,Tarjeta de crédito (automático),66.4,831.75,2.2133333333333334,4
6507-ZJSUR,No,Masculino,True,True,False,23,True,False,Fibra óptica,False,False,False,False,True,True,Mes a mes,True,Cheque electrónico,90.45,2117.25,3.015,4
6508-NJYRO,No,Masculino,False,True,False,15,True,False,No,False,False,False,False,False,False,Un año,False,Cheque por correo,18.8,294.95,0.6266666666666667,1
6509-TSGWN,No,Femenino,False,True,True,37,True,True,No,False,False,False,False,False,False,Mes a mes,False,Cheque por correo,26.45,911.6,0.8816666666666666,2
6510-UPNKS,No,Femenino,False,False,False,23,True,True,No,False,False,False,False,False,False,Un año,False,Tarjeta de crédito (automático),24.8,615.35,0.8266666666666667,2
6513-EECDB,Si,Masculino,True,True,False,1,True,True,Fibra óptica,False,False,False,False,False,False,Mes a mes,True,Cheque electrónico,73.55,73.55,2.4516666666666667,3
6516-NKQBO,No,Masculino,False,True,True,38,True,False,DSL,True,False,True,True,True,True,Dos años,False,Tarjeta de crédito (automático),81.0,3084.9,2.7,7
6518-KZXCB,No,Masculino,False,False,False,22,True,True,No,False,False,False,False,False,False,Dos años,False,Cheque por correo,25.25,566.5,0.8416666666666667,2
6518-LGAOV,Si,Femenino,False,True,False,38,True,True,Fibra óptica,False,False,True,True,True,True,Mes a mes,True,Cheque electrónico,105.0,4026.4,3.5,7
6518-PPLMZ,No,Masculino,False,True,True,53,True,False,No,False,False,False,False,False,False,Dos años,True,Cheque por correo,19.4,1110.35,0.6466666666666666,1
6519-CFDBX,No,Femenino,False,False,False,2,True,False,DSL,False,False,False,False,False,False,Mes a mes,True,Cheque electrónico,45.4,80.95,1.5133333333333332,2
6519-ZHPXP,No,Femenino,False,True,True,72,True,False,Fibra óptica,True,True,True,True,True,True,Dos años,True,Transferencia bancaria (automático),108.3,7679.65,3.61,8
6521-YYTYI,Si,Masculino,False,False,True,1,True,True,Fibra óptica,False,False,False,False,True,True,Mes a mes,True,Cheque electrónico,93.3,93.3,3.11,5
6522-OIQSX,No,Femenino,False,True,True,69,False,False,DSL,False,True,True,False,True,True,Dos años,True,Tarjeta de crédito (automático),54.95,3772.5,1.8316666666666668,5
6522-YRBXD,No,Masculino,True,True,False,35,True,True,Fibra óptica,True,True,False,False,False,True,Mes a mes,True,Cheque electrónico,94.55,3365.4,3.1516666666666664,6
6527-PZFPV,No,Masculino,False,True,True,24,True,False,No,False,False,False,False,False,False,Un año,True,Tarjeta de crédito (automático),20.8,469.65,0.6933333333333334,1
6532-YLWSI,Si,Femenino,False,True,False,53,True,False,No,False,False,False,False,False,False,Un año,False,Transferencia bancaria (automático),20.8,1021.8,0.6933333333333334,1
6537-OTKMY,No,Masculino,False,False,False,15,False,False,DSL,False,False,True,False,True,True,Un año,False,Cheque electrónico,50.75,688.2,1.6916666666666667,4
6537-QLGEX,No,Femenino,False,False,False,16,False,False,DSL,True,False,False,False,True,False,Mes a mes,True,Cheque electrónico,38.9,664.4,1.2966666666666666,3
6538-POCHL,No,Masculino,False,False,False,33,True,False,Fibra óptica,False,True,True,False,False,False,Mes a mes,True,Tarjeta de crédito (automático),79.0,2576.8,2.6333333333333333,4
6542-LWGXJ,No,Masculino,False,True,False,3,False,False,DSL,False,False,False,False,False,False,Mes a mes,False,Cheque por correo,25.0,78.25,0.8333333333333334,1
6543-CPZMK,Si,Masculino,False,True,True,9,False,False,DSL,False,True,False,False,False,False,Mes a mes,True,Cheque electrónico,29.95,248.95,0.9983333333333333,2
6543-JXSOO,No,Femenino,False,True,True,23,True,False,DSL,True,True,False,True,False,False,Un año,True,Cheque por correo,57.75,1282.85,1.925,5
6543-XRMYR,Si,Femenino,True,False,False,30,True,True,Fibra óptica,False,True,False,False,True,True,Mes a mes,True,Cheque electrónico,99.7,2967.35,3.3233333333333333,6
6546-OPBBH,No,Masculino,False,True,True,51,True,True,No,False,False,False,False,False,False,Un año,True,Cheque por correo,23.95,1216.35,0.7983333333333333,2
6549-BTYPG,No,Femenino,False,True,False,60,False,False,DSL,False,True,True,True,True,True,Dos años,False,Tarjeta de crédito (automático),60.8,3603.45,2.0266666666666664,6
6549-NNDYT,No,Femenino,False,False,False,13,False,False,DSL,True,False,False,False,False,False,Mes a mes,True,Transferencia bancaria (automático),30.85,394.1,1.0283333333333333,2
6549-YMFAW,No,Masculino,True,True,False,9,True,False,No,False,False,False,False,False,False,Mes a mes,True,Cheque por correo,21.25,204.55,0.7083333333333334,1
6551-GNYDG,No,Femenino,False,True,True,14,True,False,Fibra óptica,False,False,False,False,False,True,Mes a mes,True,Transferencia bancaria (automático),80.9,1152.8,2.6966666666666668,3
6551-VLJMV,No,Masculino,False,True,False,34,True,False,No,False,False,False,False,False,False,Dos años,False,Tarjeta de crédito (automático),20.05,679.0,0.6683333333333333,1
6551-ZCOTS,No,Masculino,True,False,False,33,True,True,No,False,False,False,False,False,False,Un año,True,Transferencia bancaria (automático),24.9,847.8,0.83,2
6556-DBKZF,No,Femenino,False,True,True,71,True,False,Fibra óptica,False,False,True,False,False,False,Dos años,False,Cheque electrónico,76.05,5436.45,2.5349999999999997,3
6557-BZXLQ,No,Masculino,True,False,False,16,True,False,Fibra óptica,False,False,False,False,False,False,Mes a mes,False,Cheque electrónico,69.65,1043.3,2.3216666666666668,2
6559-ILWKJ,Si,Masculino,False,True,False,71,False,False,DSL,False,True,False,False,True,True,Dos años,False,Cheque electrónico,49.35,3515.25,1.645,4
6559-PDZLR,No,Masculino,False,False,False,26,True,False,Fibra óptica,False,False,True,True,True,True,Mes a mes,True,Cheque electrónico,98.65,2537.0,3.2883333333333336,6
6559-RAKOZ,No,Masculino,False,True,True,49,True,True,Fibra óptica,False,False,False,True,True,True,Un año,True,Cheque electrónico,97.95,4917.9,3.265,6
6563-VNPMN,No,Femenino,True,False,False,45,True,False,Fibra óptica,True,True,False,True,False,False,Mes a mes,True,Transferencia bancaria (automático),85.7,3778.1,2.856666666666667,5
6563-VRERX,No,Masculino,False,True,True,33,True,False,No,False,False,False,False,False,False,Un año,False,Cheque por correo,20.6,690.25,0.6866666666666668,1
6567-HOOPW,Si,Femenino,True,False,False,1,True,False,Fibra óptica,False,False,False,False,True,False,Mes a mes,True,Cheque electrónico,79.2,79.2,2.64,3
6568-POCUI,No,Femenino,False,True,False,45,True,False,Fibra óptica,False,False,False,True,True,True,Dos años,True,Tarjeta de crédito (automático),95.2,4285.8,3.1733333333333333,5
6569-KTMDU,No,Femenino,False,False,False,1,True,False,No,False,False,False,False,False,False,Mes a mes,False,Cheque por correo,19.1,19.1,0.6366666666666667,1
6572-ADKRS,No,Femenino,False,False,False,46,True,False,Fibra óptica,False,False,True,False,False,False,Mes a mes,True,Tarjeta de crédito (automático),74.8,3548.3,2.493333333333333,3
6574-MCOEH,No,Femenino,False,True,True,33,True,True,DSL,False,False,True,True,True,True,Un año,True,Cheque electrónico,79.15,2531.4,2.6383333333333336,7
6575-SUVOI,No,Femenino,True,True,False,25,True,True,DSL,True,False,False,True,True,False,Mes a mes,True,Tarjeta de crédito (automático),69.5,1752.65,2.316666666666667,6
6576-FBXOJ,No,Masculino,False,True,False,17,False,False,DSL,False,False,True,True,True,True,Un año,False,Cheque electrónico,54.6,934.8,1.82,5
6578-KRMAW,No,Masculino,False,False,False,32,True,False,Fibra óptica,True,True,True,False,False,True,Mes a mes,True,Tarjeta de crédito (automático),93.4,2979.3,3.1133333333333337,6
6579-JPICP,No,Masculino,False,False,False,1,True,False,No,False,False,False,False,False,False,Mes a mes,False,Cheque por correo,20.4,20.4,0.6799999999999999,1
6581-NQCBA,Si,Femenino,False,True,False,16,False,False,DSL,False,False,False,True,True,True,Mes a mes,True,Cheque electrónico,49.95,810.2,1.665,4
6582-OIVSP,No,Femenino,False,False,False,1,True,False,DSL,False,False,False,False,False,False,Mes a mes,False,Cheque por correo,45.3,45.3,1.51,2
6582-PLFUU,No,Masculino,False,True,True,51,True,False,No,False,False,False,False,False,False,Dos años,False,Tarjeta de crédito (automático),19.55,1086.75,0.6516666666666667,1
6583-KQJLK,No,Femenino,True,True,False,15,True,False,Fibra óptica,False,True,False,False,True,True,Mes a mes,True,Cheque electrónico,94.65,1285.05,3.1550000000000002,5
6583-QGCSI,Si,Femenino,True,True,False,50,True,True,Fibra óptica,False,True,False,False,True,False,Mes a mes,True,Cheque electrónico,88.05,4367.35,2.935,5
6583-SZVGP,No,Masculino,False,False,False,48,True,True,Fibra óptica,False,True,True,False,True,True,Dos años,True,Transferencia bancaria (automático),108.1,5067.45,3.603333333333333,7
6584-VQMYT,No,Masculino,False,False,True,27,True,False,DSL,True,True,False,False,False,False,Un año,False,Cheque por correo,56.2,1567.55,1.8733333333333335,4
6585-WCEWR,No,Masculino,False,True,True,72,True,False,No,False,False,False,False,False,False,Dos años,False,Cheque electrónico,20.35,1354.4,0.6783333333333333,1
6586-MYGKD,No,Masculino,False,True,False,70,True,True,DSL,True,False,False,True,True,True,Dos años,True,Tarjeta de crédito (automático),76.95,5289.8,2.565,7
6586-PSJOX,No,Masculino,False,False,True,15,True,False,DSL,False,False,True,True,False,False,Un año,False,Tarjeta de crédito (automático),55.2,864.55,1.84,4
6591-QGOYB,No,Masculino,False,False,False,17,True,True,Fibra óptica,True,True,True,True,True,False,Mes a mes,True,Transferencia bancaria (automático),106.65,1672.1,3.555,8
6595-COKXZ,Si,Femenino,False,False,False,1,True,False,DSL,False,False,False,False,False,False,Mes a mes,True,Cheque por correo,44.45,44.45,1.4816666666666667,2
6595-YGXIT,Si,Masculino,True,False,False,25,True,True,Fibra óptica,False,True,False,False,True,False,Mes a mes,True,Cheque electrónico,88.95,2291.2,2.9650000000000003,5
